,一部事務組合等コード表（令和７年10月23日現在）,,,,,,,
,289612,播磨高原広域事務組合（普通会計分）,はりまこうげんこういきじむくみあい（ふつうかいけいぶん）,平成10年4月1日,6781205,兵庫県赤穂郡上郡町光都3丁目5-1,0791580575,
,289621,播磨高原広域事務組合（事業会計分）,はりまこうげんこういきじむくみあい（じぎようかいけいぶん）,平成10年4月1日,6781205,兵庫県赤穂郡上郡町光都3丁目5-1,0791580575,
,289647,淡路広域行政事務組合（事業会計分）,あわじこういきぎょうせいじむくみあい（じぎょうかいけいぶん）,昭和47年10月1日,6560027,兵庫県洲本市港2-26,0799244770,
,289671,猪名川上流広域ごみ処理施設組合,いながわじょうりゅうこういきごみしょりしせつくみあい,平成12年8月11日,6660103,兵庫県川西市国崎字小路13,0727447280,
,289701,にしはりま環境事務組合,にしはりまかんきょうじむくみあい,平成15年8月29日,6795144,兵庫県佐用郡佐用町三ツ尾483-10,0790798550,
,289710,兵庫県後期高齢者医療広域連合（普通会計分）,ひょうごけんこうきこうれいしゃいりょうこういきれんごう（ふつうかいけいぶん）,平成19年2月1日,6500021,兵庫県神戸市中央区三宮町1-9-1,0783262612,
,289728,兵庫県後期高齢者医療広域連合（事業会計分）,ひょうごけんこうきこうれいしゃいりょうこういきれんごう（じぎょうかいけいぶん）,平成19年2月1日,6500021,兵庫県神戸市中央区三宮町1-9-1,0783262612,
,289736,北播磨総合医療センター企業団,きたはりまそうごういりょうせんたーきぎょうだん,平成22年1月21日,6751392,兵庫県小野市市場町926-250,0794629914,
,289752,北はりま消防組合,きたはりましょうぼうくみあい,平成23年3月30日,6770054,兵庫県西脇市野村町1796-502,0795278119,
,289761,西はりま消防組合,にしはりましょうぼうくみあい,平成25年2月8日,6711692,兵庫県たつの市揖保川町正條279-1,0791767119,
,298026,川西町・三宅町式下中学校組合,かわにしちょうみやけちょうしきげちゅうがっこうくみあい,昭和23年10月1日,6360202,奈良県磯城郡川西町大字結崎28-1,0745442211,
,298085,老人福祉施設三室園組合,ろうじんふくししせつみむろえんくみあい,昭和31年2月11日,6368535,奈良県生駒郡三郷町勢野西1-1-1,0745722501,
,298093,奈良県葛城地区清掃事務組合,ならけんかつらぎちくせいそうじむくみあい,昭和34年7月18日,6392342,奈良県御所市大字僧堂333,0745662700,
,298107,宇陀衛生一部事務組合,うだえいせいいちぶじむくみあい,昭和37年8月8日,6332131,奈良県宇陀市大宇陀和田262,0745842337,
,298131,奥山組合,おくやまくみあい,昭和32年3月2日,6330392,奈良県宇陀市室生大野1641,0745922001,
,298140,青葉山組合,あおばやまくみあい,昭和25年3月20日,6302344,奈良県山辺郡山添村大字大西151,0743850041,
,298166,神野山組合,こうのやまくみあい,昭和37年11月7日,6302344,奈良県山辺郡山添村大字大西151,0743850041,
,298239,上下北山衛生一部事務組合,かみしもきたやまえいせいいちぶじむくみあい,昭和46年10月25日,6393803,奈良県吉野郡下北山村大字寺垣内983,0746860001,
,298182,奈良県市町村総合事務組合,ならけんしちょうそんそうごうじむくみあい,昭和37年12月1日,6340061,奈良県橿原市大久保町302-1,0744298251,
,298280,香芝・王寺環境施設組合,かしばおうじかんきょうしせつくみあい,昭和51年9月16日,6390261,奈良県香芝市尼寺615,0745764883,
,298310,王寺周辺広域休日応急診療施設組合,おうじしゅうへんこういききゅうじつおうきゅうしんりょうしせつくみあい,昭和53年10月1日,6360141,奈良県生駒郡斑鳩町稲葉車瀬2-5-18,0745744100,
,298344,吉野広域行政組合,よしのこういきぎょうせいくみあい,昭和57年2月1日,6393112,奈良県吉野郡吉野町立野767-2,0746399245,
,298352,山辺環境衛生組合,やまべかんきょうえいせいくみあい,昭和60年4月1日,6302344,奈良県山辺郡山添村大字大西151,0743850047,
,298361,曽爾御杖行政一部事務組合,そにみつえぎょうせいいちぶじむくみあい,昭和62年4月1日,6331302,奈良県宇陀郡御杖村大字菅野370,0745952213,
,298417,国保中央病院組合,こくほちゅうおうびょういんくみあい,平成3年10月28日,6360302,奈良県磯城郡田原本町大字宮古404-1,0744328800,
,298433,南和広域衛生組合,なんわこういきえいせいくみあい,平成4年4月1日,6380812,奈良県吉野郡大淀町大字桧垣本2090番地,0747523253,
,298441,東宇陀環境衛生組合,ひがしうだかんきょうえいせいくみあい,平成6年4月1日,6330315,奈良県宇陀市室生大野3783,0745922444,
,298468,飛鳥広域行政事務組合,あすかこういきぎょうせいじむくみあい,平成8年3月1日,6348586,奈良県橿原市八木町1-1-18,0744224001,
,298484,桜井宇陀広域連合,さくらいうだこういきれんごう,平成9年3月4日,6330112,奈良県桜井市大字初瀬1626-1,0744477077,
,298492,静香苑環境施設組合,せいかえんかんきょうしせつくみあい,平成15年5月30日,6360021,奈良県北葛城郡王寺町畠田1-153-1,0745335301,
,298514,奈良県後期高齢者医療広域連合,ならけんこうきこうれいしゃいりょうこういきれんごう,平成19年3月10日,6340061,奈良県橿原市大久保町302-1,0744298430,
,298522,やまと広域環境衛生事務組合,やまとこういきかんきょうえいせいじむくみあい,平成23年3月1日,6392256,奈良県御所市大字栗阪293,0745661318,
,298531,南和広域医療企業団,なんわこういきいりょうきぎょうだん,平成24年1月23日,6380833,奈良県吉野郡大淀町大字福神8-1,0747545000,
,298549,奈良県広域消防組合,ならけんこういきしょうぼうくみあい,平成26年4月1日,6340816,奈良県橿原市慈明寺町149-3,0744260119,
,298557,山辺・県北西部広域環境衛生組合,やまべけんほくせいぶこういきかんきょうえいせいくみあい,平成28年4月1日,6328555,奈良県天理市川原城町605,0743631001,
,298565,さくら広域環境衛生組合,さくらこういきかんきょうえいせいくみあい,平成28年4月1日,6388501,奈良県吉野郡大淀町大字桧垣本2090,0747689168,
,298573,まほろば環境衛生組合,まほろばかんきょうえいせいくみあい,令和2年3月10日,6391095,奈良県生駒郡安堵町大字東安堵９５８,0743571511,
,298590,奈良県広域水道企業団,ならけんこういきすいどうきぎょうだん,令和6年11月1日,6360362,奈良県磯城郡田原本町大字宮古４０４－７,0744321260,
,308013,和歌山県市町村総合事務組合,わかやまけんしちょうそんそうごうじむくみあい,昭和34年4月1日,6408263,和歌山県和歌山市茶屋ノ丁２－１,0734224541,
,308056,国民健康保険野上厚生病院組合,こくみんけんこうほけんのかみこうせいびょういんくみあい,昭和24年1月10日,6401141,和歌山県海草郡紀美野町小畑１９８,0734892178,
,308072,那賀児童福祉施設組合,ながじどうふくししせつくみあい,昭和30年8月1日,6496531,和歌山県紀の川市粉河１１８０,0736732331,
,308099,公立那賀病院経営事務組合,こうりつながびょういんけいえいじむくみあい,昭和25年10月12日,6496414,和歌山県紀の川市打田１２８２,0736772019,
,308102,那賀広域事務組合,ながこういきじむくみあい,昭和26年8月1日,6496215,和歌山県岩出市中迫１５４,0736610119,
,308111,那賀衛生環境整備組合,ながえいせいかんきょうせいびくみあい,昭和36年7月28日,6496112,和歌山県紀の川市桃山町調月１２,0736661851,
,308137,橋本伊都衛生施設組合,はしもといとえいせいしせつくみあい,昭和36年2月25日,6480043,和歌山県橋本市学文路１７２,0736320028,
,308145,伊都郡町村及び橋本市老人福祉施設事務組合,いとぐんちょうそんおよびはしもとしろうじんふくししせつじむくみあい,昭和29年1月30日,6480101,和歌山県伊都郡九度山町九度山1265-1,0736267704,
,308161,有田衛生施設事務組合,ありだえいせいしせつじむくみあい,昭和36年5月16日,6430004,和歌山県有田郡湯浅町湯浅２３５０,0737635444,
,308170,有田聖苑事務組合,ありだせいえんじむくみあい,昭和29年3月25日,6430802,和歌山県有田郡有田川町吉見３８５－１,0737523055,
,308251,御坊市日高川町中学校組合,ごぼうしひだかがわちょうちゅうがっこうくみあい,昭和22年2月26日,6491324,和歌山県日高郡日高川町大字土生１６０,0738221700,
,308285,御坊市外五ヶ町病院経営事務組合,ごぼうしほかごかちょうびょういんけいえいじむくみあい,昭和42年12月18日,6448655,和歌山県御坊市薗１１６－２,0738221111,
,308293,御坊日高老人福祉施設事務組合,ごぼうひだかろうじんふくししせつじむくみあい,昭和25年10月12日,6440044,和歌山県日高郡美浜町和田１１３８－１８０,0738233478,
,308391,公立紀南病院組合,こうりつきなんびょういんくみあい,昭和27年3月1日,6468588,和歌山県田辺市新庄町４６－７０,0739225000,
,308412,紀南地方老人福祉施設組合,きなんちほうろうじんふくししせつくみあい,昭和45年6月2日,6492333,和歌山県西牟婁郡白浜町中１６５２,0739453335,
,308447,富田川治水組合,とんだがわちすいくみあい,昭和26年6月15日,6492192,和歌山県西牟婁郡上富田町朝来７６３,0739470550,
,308455,串本町古座川町衛生施設事務組合,くしもとちょうこざがわちょうえいせいしせつじむくみあい,昭和39年10月21日,6493592,和歌山県東牟婁郡串本町サンゴ台６９０番地５,0735677225,
,308463,大辺路衛生施設組合,おおへじえいせいしせつくみあい,昭和39年12月16日,6492621,和歌山県西牟婁郡すさみ町周参見４０８９,0739554803,
,308480,紀南学園事務組合,きなんがくえんじむくみあい,昭和26年7月12日,6470081,和歌山県新宮市新宮８０１８,0735223004,
,308501,紀南環境衛生施設事務組合,きなんかんきょうえいせいしせつじむくみあい,昭和40年9月2日,6470081,和歌山県新宮市新宮８００２－９,0735226600,
,308510,東牟婁郡町村新宮市老人福祉施設事務組合,ひがしむろぐんちょうそんしんぐうしろうじんふくししせつじむくみあい,昭和28年9月16日,6495171,和歌山県東牟婁郡太地町太地１７７０－１５,0735592467,
,308561,那智勝浦町・太地町環境衛生施設一部事務組合,なちかつうらちょう・たいじちょうかんきょうえいせいしせついちぶじむくみあい,昭和40年4月10日,6495339,和歌山県東牟婁郡那智勝浦町市屋１０５４－９,0735522325,
